Applicants MCC Licence No;Applicant Name;MCC Medicine Reg. No.;Nappi Code;ATC 4 ;Medicine Schedule;Medicine Proprietary Name;Active Ingredients;Strength;Unit;Dosage Form;Pack Size;Quantity;Manufacturer Price;Logistics Fee;VAT;SEP;Unit Price;Effective Date;Status;Originator or Generic;12 Months Volume of Sales
0000000666;Pharmacare Limited, Woodmead;43/20.2.8/0388;718863001;J05AB;S4;Vavirex 500;Valaciclovir;500;mg;TAB;10;1;137,84;20,68;23,78;182,30;18,23;02 July 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;43/20.2.8/0388;718863002;J05AB;S4;Vavirex 500;Valaciclovir;500;mg;TAB;30;1;413,53;62,03;71,33;546,90;18,23;02 July 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;43/20.2.8/0388;718863003;J05AB;S4;Vavirex 500;Valaciclovir;500;mg;TAB;42;1;578,94;86,84;99,87;765,65;18,23;02 July 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;45/2.7/0375;719180001;N02BE;S3;Paraspen IV;Paracetamol;1;g/100ml;INF;100;10;142,80;21,42;24,63;188,85;0,19;14 May 2018;;Generic ;
0000000666;Pharmacare Limited, Woodmead;43/8.2/0022;719321001;B01AX;S4;Arixtra 7,5mg/0,6ml;Fondaparinux sodium    ;7,5;mg/0.6ml;INJ;0,6;10;1 592,32;95,54;253,18;1 941,05;323,51;01 April 2018;;Originator;
0000000666;Pharmacare Limited, Woodmead;43/8.2/0023;719322001;B01AX;S4;Arixtra 10,0mg/0,8ml;Fondaparinux sodium    ;10;mg/0.8ml;INJ;0,8;10;2 123,10;127,39;337,57;2 588,07;323,51;01 April 2018;;Originator;
0000000666;Pharmacare Limited, Woodmead;B730 (Act 101);719374006;N02AA;S6;DF 118 Injection;Dihydrocodeine Tartrate;50;mg/ml;INJ;1;5;249,39;44,01;44,01;337,41;67,48;;;Originator ;
0000000666;Pharmacare Limited, Woodmead;B730 (Act 101);719374007;N02AA;S6;DF 118 Injection;Dihydrocodeine Tartrate;50;mg/ml;INJ;1;10;510,26;76,54;88,02;674,82;67,48;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;B730 (Act 101);719374007;N02AA;S6;DF 118 Injection;Dihydrocodeine Tartrate;50;mg/ml;INJ;1;10;510,26;76,54;88,02;674,82;67,48;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;B0726 (Act 101);719382009;N02AA;S6;Df 118;Dihydrocodeine;30;mg;TAB;100;1;454,45;80,20;80,20;614,85;6,15;01 April 2018;;Originator;
0000000666;Pharmacare Limited, Woodmead;42/20.1.1/0387;719702001;J01DD;S4;Aspen Cefpodoxime 40mg/5ml (Oral Suspension);Cefpodoxime;40;mg/5ml;SUS;50;1;61,43;9,21;10,60;81,23;1,62;;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/20.1.1/0387;719702002;J01DD;S4;Aspen Cefpodoxime 40mg/5ml (Oral Suspension);Cefpodoxime;40;mg/5ml;SUS;100;1;122,85;18,43;21,19;162,47;1,62;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;46/20.2.8/0850;719709001;J05AE;S4;Prezista 75mg;Darunavir;75;mg;TAB;480;1;744,95;111,74;128,50;985,20;2,05;01 April 2018;;Originator ;
0000000666;Pharmacare Limited, Woodmead;46/20.2.8/0851;719710001;J05AE;S4;Prezista 150mg;Darunavir;150;mg;TAB;240;1;744,95;111,74;128,50;985,20;4,10;;;Originator ;
0000000666;Pharmacare Limited, Woodmead;45/20.2.8/0616;719711001;J05AE;S4;Prezista 600mg;Darunavir;600;mg;TAB;60;1;744,95;111,74;128,50;985,20;16,42;01 April 2018;;Originator ;
0000000666;Pharmacare Limited, Woodmead;44/2.6.5/0915;719806001;N05AH;S5;Prexolan ODT 5;Olanzapine;5;mg;TAB;30;1;364,64;54,71;62,90;482,25;16,07;;;Generic;
0000000666;Pharmacare Limited, Woodmead;44/2.6.5/0916;719807001;N05AH;S5;Prexolan ODT 10;Olanzapine;10;mg;TAB;30;1;467,52;70,13;80,65;618,30;20,61;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/26/0017;719861001;L01CB;S4;Aspen Etoposide 100mg/5ml (Solution for Infusion);Etoposide ;100;mg/5ml;INF;5;1;145,31;21,80;25,07;192,18;38,44;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;R/13.4.1/0021;720011019;D07AA;S2;Dilucort  ;Hydrocortisone;5;mg/g;CRE;25;1;26,40;4,66;4,66;35,72;1,43;;;Generic;
0000000666;Pharmacare Limited, Woodmead;46/20.2.8/0793;720029001;J05AG;S4;Edurant;Rilpivirine;25;mg;TAB;30;1;45,20;6,78;7,80;59,78;1,99;01 April 2018;;Originator;
0000000666;Pharmacare Limited, Woodmead;R/13.4.1/0020;720038006;D07AA;S2;Dilucort  ;Hydrocortisone;5;mg/g;OIN;25;1;26,92;4,76;4,75;36,43;1,46;;;Generic;
0000000666;Pharmacare Limited, Woodmead;G3083 (Act 101);720224004;H03AA;S3;Diotroxin ;Thyroxine Sodium;90;mcg;TAB;100;1;87,81;15,50;15,50;118,80;1,19;01 April 2018;;Originator;
;;;;;;;Liothyronine sodium;10;mcg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;48/20.2.8/1301;720247001;J05AG;S4;Intelence 25mg;Etravirine;25;mg;TAB;120;1;123,43;18,52;21,29;163,24;1,36;01 April 2018;;Originator ;
0000000666;Pharmacare Limited, Woodmead;48/20.2.8/1301;720247001;J05AG;S4;Intelence 25mg;Etravirine;25;mg;TAB;120;1;123,43;18,52;21,29;163,24;1,36;01 April 2018;;Originator ;
0000000666;Pharmacare Limited, Woodmead;41/26/0609;720402001;L01XA;S4;Aspen Carboplatin 150mg;Carboplatin;150;mg/15ml;INJ;15;1;236,79;35,52;40,85;313,15;20,88;;;Generic;
0000000666;Pharmacare Limited, Woodmead;41/26/0610;720403001;L01XA;S4;Aspen Carboplatin 450mg;Carboplatin;450;mg/45ml;INJ;45;1;710,36;106,55;122,54;939,46;20,88;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;K/8/0297;720526019;B01AC;S3;Plato;Dipyridamole;100;mg;TAB;100;1;220,38;38,90;38,89;298,17;2,98;;;Generic;
0000000666;Pharmacare Limited, Woodmead;E/2.8/0090;720615003;N02AC;S5;Distalgesic;Dextropropoxyphene;50;mg;TAB;100;1;224,46;39,61;39,61;303,68;3,04;01 April 2018;;Generic;
;;;;;;;Paracetamol;325;mg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;44/3.2/0819;720706001;M05BA;S4;Aspen Ibandronate 2mg IV;Ibandronic Acid;2;mg/2ml;INJ;2;1;770,92;115,64;132,98;1 019,55;509,77;;;Generic;
0000000666;Pharmacare Limited, Woodmead;44/3.2/0820;720707001;M05BA;S4;Aspen Ibandronate 6mg IV;Ibandronic Acid;6;mg/6ml;INJ;6;1;2 312,78;346,92;398,95;3 058,65;509,77;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;43/2.6.5/0908;720712001;N05AH;S5;Prexolan 2,5;Olanzapine;2,5;mg;TAB;30;1;258,50;38,78;44,59;341,87;11,40;;;Generic;
0000000666;Pharmacare Limited, Woodmead;43/2.6.5/0909;720713001;N05AH;S5;Prexolan 5;Olanzapine;5;mg;FCT;30;1;354,13;53,12;61,09;468,34;15,61;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;43/2.6.5/0910;720714001;N05AH;S5;Prexolan 10;Olanzapine;10;mg;FCT;30;1;454,04;68,11;78,32;600,46;20,02;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;43/2.6.5/0911;720715001;N05AH;S5;Prexolan IM;Olanzapine;10;mg;INJ;2,1;1;99,36;14,90;17,14;131,41;62,58;;;Generic;
0000000666;Pharmacare Limited, Woodmead;43/5.3/0487;720802001;N06DA;S5;Arimentia 5mg;Donepezil Hydrochloride;5;mg;TAB;30;1;268,94;40,34;46,39;355,67;11,86;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;43/5.3/0488;720803001;N06DA;S5;Arimentia 10mg;Donepezil Hydrochloride;10;mg;TAB;30;1;266,80;40,02;46,02;352,85;11,76;;;Generic;
0000000666;Pharmacare Limited, Woodmead;B/2.7/1186;720860016;N02BE;S1;Dolorol;Paracetamol;500;mg;TAB;100;1;21,71;3,83;3,83;29,37;0,29;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;G/2.8/116;720879019;N02BE;S2;Dolorol Forte;Codeine Phosphate;8;mg;TAB;20;1;21,88;3,86;3,86;29,60;1,48;01 April 2018;;Generic;
;;;;;;;Paracetamol;500;mg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;G/2.8/116;720879027;N02BE;S2;Dolorol Forte;Codeine Phosphate;8;mg;TAB;50;1;54,04;9,53;9,54;73,11;1,46;01 April 2018;Discontinued;Generic;
;;;;;;;Paracetamol;500;mg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;G/2.8/116;720879051;N02BE;S2;Dolorol Forte;Codeine Phosphate;8;mg;TAB;100;1;108,09;19,07;19,07;146,23;1,46;01 April 2018;Discontinued;Generic;
;;;;;;;Paracetamol;500;mg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;G/2.8/116;720879052;N02BE;S2;Dolorol Forte;Codeine Phosphate;8;mg;TAB;40;1;44,77;6,72;7,72;59,21;1,48;;;Generic;
;;;;;;;Paracetamol;500;mg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;B0586 (Act 101);720887003;N02AC;S5;Doloxene Plain;Dextropropoxyphene;65;mg;CAP;100;1;322,12;56,85;56,85;435,81;4,36;;;Generic;
0000000666;Pharmacare Limited, Woodmead;B0584 (Act 101);720895006;N02AC;S5;Doloxene Co-65;Acetylsalicylic Acid;375;mg;CAP;100;1;425,82;75,15;75,15;576,12;5,76;01 April 2018;;Generic;
;;;;;;;Caffeine;30;mg;;;;;;;;;;;;
;;;;;;;Dextropropoxyphene;65;mg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;B0584 (Act 101);720895014;N02AC;S5;Doloxene Co-65;Acetylsalicylic Acid;375;mg;CAP;20;1;85,16;15,03;15,03;115,22;5,76;01 April 2018;;Generic;
;;;;;;;Caffeine;30;mg;;;;;;;;;;;;
;;;;;;;Dextropropoxyphene;65;mg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;E0975 (Act 1010;721026001;A03BA;S5;Donnatal Elixir;phenobarbital;15;mg/5ml;SYR;100;1;32,99;4,95;5,69;43,63;0,44;01 April 2018;Discontinued;Generic;
;;;;;;;hyoscine HBr;0,006;mg/5ml;;;;;;;;;;;;
;;;;;;;hyoscine sulphate;0,103;mg/5ml;;;;;;;;;;;;
;;;;;;;phenobarbital;15;mg/5ml;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;C717 Act 101/1965;721360017;R01BA;S2;Dristan  ;Acetylsalicylic Acid;325;mg;TAB;24;1;32,16;4,82;5,55;42,52;1,77;01 April 2018;;Generic;
;;;;;;;Chlorphenamine;2;mg;;;;;;;;;;;;
;;;;;;;Phenylephrine;5;mg;;;;;;;;;;;;
;;;;;;;Caffeine;16,199;mg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;46/21.12/0157;721738001;L02BG;S4;Aspen Exemestane 25 mg;Exemestane;25;mg;TAB;30;1;914,66;137,20;157,78;1 209,63;40,32;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;46/7.1.5/0141;721955001;G04BE;S4;Sildavee 25;Sildenafil;25;mg;FCT;2;1;106,30;15,95;18,34;140,59;70,29;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;46/7.1.5/0141;721955002;G04BE;S4;Sildavee 25;Sildenafil;25;mg;FCT;4;1;212,61;31,89;36,68;281,18;70,29;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;46/7.1.5/0142;721956001;G04BE;S4;Sildavee 50;Sildenafil;50;mg;FCT;2;1;59,80;8,97;10,32;79,08;39,54;;;Generic;
0000000666;Pharmacare Limited, Woodmead;46/7.1.5/0142;721956002;G04BE;S4;Sildavee 50;Sildenafil;50;mg;FCT;4;1;119,61;17,94;20,63;158,18;39,54;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;46/7.1.5/0143;721957001;G04BE;S4;Sildavee 100;Sildenafil;100;mg;FCT;2;1;81,16;12,17;14,00;107,33;53,67;;;Generic;
0000000666;Pharmacare Limited, Woodmead;46/7.1.5/0143;721957002;G04BE;S4;Sildavee 100;Sildenafil;100;mg;FCT;4;1;162,33;24,35;28,00;214,68;53,67;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;44/15.4/1052;721977001;S01ED;S3;Glauopt Co;Dorzolamide;20;mg/ml;OPD;5;1;139,01;20,85;23,98;183,84;36,77;01 April 2018;;Generic;
;;;;;;;Timolol;5;mg/ml;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;43/2.10/0722;722015001;M03BX;S4;Aspen Baclofen 10mg;Baclofen;10;mg;TAB;30;1;138,05;20,71;23,81;182,57;6,09;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;43/2.10/0723;722016001;M03BX;S4;Aspen Baclofen 25mg;Baclofen;25;mg;TAB;30;1;440,65;66,10;76,01;582,76;19,43;;;Generic;
0000000666;Pharmacare Limited, Woodmead;45/15.4/0686;722050001;S01BC;S3;Panamor Eye Drops;Diclofenac Sodium;1;mg/ml;OPD;5;1;133,00;19,95;22,94;175,89;35,18;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;A40/16/0718;722122001;R02AA;S1;Throflam;Benzydamine Hydrochloride;22,5;mg/15ml;SPO;30;1;49,23;7,38;8,49;65,11;2,17;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;41/3.3/0260;722289001;M04AC;S2;Aspen Colchicine DS;Colchicine ;1;mg;TAB;6;1;19,02;2,85;3,28;25,16;4,19;;;Generic;
0000000666;Pharmacare Limited, Woodmead;G3079 (Act 101/1965);722944004;H03AA;S3;Eltroxin 50µg ;Thyroxine Sodium;50;µg;TAB;100;1;83,12;14,66;14,67;112,45;1,12;01 April 2018;;Originator;
0000000666;Pharmacare Limited, Woodmead;46/7.3/0045;722946001;N02CC;S4;Migrazan 10mg ODT;Rizatriptan;10;mg;TAB;3;1;119,09;17,86;20,54;157,49;52,50;28 May 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;46/7.3/0045;722946002;N02CC;S4;Migrazan 10mg ODT;Rizatriptan;10;mg;TAB;6;1;238,17;35,73;41,08;314,98;52,50;28 May 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;G3080 (Act 101/1965);722952007;H03AA;S3;Eltroxin 100µg;Thyroxine Sodium;100;µg;TAB;100;1;107,63;16,14;18,57;142,34;1,42;01 April 2018;;Originator;
0000000666;Pharmacare Limited, Woodmead;43/20.1.6/1139;723040001;D06AX;S2;Banogon Ointment;Mupirocin;2;g/100g;OIN;15;1;45,93;6,89;7,92;60,74;4,05;;;Generic;
0000000666;Pharmacare Limited, Woodmead;47/21.3/0614;723167001;H03AA;S3;Eltroxin New Formulation 25µg;Levothyroxine Sodium;25;µg;TAB;30;1;14,46;2,17;2,49;19,12;0,64;01 April 2018;;Originator;
0000000666;Pharmacare Limited, Woodmead;47/21.3/0615;723168001;H03AA;S3;Eltroxin New Formulation 50µg;Levothyroxine Sodium;50;µg;TAB;30;1;25,51;3,83;4,40;33,73;1,12;01 April 2018;;Originator;
0000000666;Pharmacare Limited, Woodmead;47/21.3/0616;723170001;H03AA;S3;Eltroxin New Formulation 75µg;Levothyroxine Sodium;75;µg;TAB;30;1;29,50;4,42;5,09;39,01;1,30;01 April 2018;;Originator;
0000000666;Pharmacare Limited, Woodmead;47/21.3/0618;723171001;H03AA;S3;Eltroxin New Formulation 100µg;Levothyroxine Sodium;100;µg;TAB;30;1;32,29;4,84;5,57;42,70;1,42;01 April 2018;;Originator;
0000000666;Pharmacare Limited, Woodmead;47/21.3/0624;723172001;H03AA;S3;Eltroxin New Formulation 200µg;Levothyroxine Sodium;200;µg;TAB;30;1;62,84;9,43;10,84;83,10;2,77;01 April 2018;;Originator;
0000000666;Pharmacare Limited, Woodmead;45/6.2/0351;723242001;C01BG;S4;Brinavess 500mg;Vernakalant Hydrochloride;20;mg/ml;INF;25;1;3 931,95;589,79;678,26;5 200,00;208,00;15 June 2018;;Originator;
0000000666;Pharmacare Limited, Woodmead;R/5.8/228;723258007;N02BE;S2;Endcol Cold And Flu Capsules;Caffeine Anhydrous;30;mg;CAP;24;1;24,67;4,35;4,35;33,37;1,39;;;Generic;
;;;;;;;Chlorpheniramine Maleate;2;mg;;;;;;;;;;;;
;;;;;;;Paracetamol;300;mg;;;;;;;;;;;;
;;;;;;;Phenylephrine Hydrochloride;5;mg;;;;;;;;;;;;
;;;;;;;Vitamin C;75;mg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;46/11.4.3/0079;723621001;A02BC;S4;Aspepraz 40mg Injection;Esomeprazole;40;mg;INJ;5;10;337,88;50,68;58,28;446,84;8,94;26 October 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/5.4.1/1022;723740001;N04BC;S4;PEXASP 0.25mg;Pramipexole;0,25;mg;TAB;100;1;211,33;31,70;36,45;279,48;2,79;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/5.4.1/1023;723741001;N04BC;S4;PEXASP 0.125mg;Pramipexole;0,125;mg;TAB;100;1;171,70;25,76;29,62;227,08;2,27;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/5.4.1/1024;723742001;N04BC;S4;PEXASP 1mg;Pramipexole;1;mg;TAB;100;1;686,81;103,02;118,47;908,30;9,08;;;Generic;
0000000666;Pharmacare Limited, Woodmead;B1340 (Act 101);723894019;N05BC;S5;Equanil;Meprobamate;400;mg;TAB;100;1;119,15;21,03;21,03;161,20;1,61;01 April 2018;;Originator;
0000000666;Pharmacare Limited, Woodmead;46/5.6/0960;723921001;N07CA;S3;Menivert 24mg Tablets;Betahistine Dihydrochloride;24;mg;TAB;20;1;165,31;24,80;28,52;218,63;10,93;22 May 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;45/5.7.1/0069;723948001;R06AE;S2;Cetlovo;Levocetirizine dihydrochloride;5;mg;FCT;10;1;21,01;3,15;3,62;27,78;2,78;25 May 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;45/5.7.1/0069;723948002;R06AE;S2;Cetlovo;Levocetirizine dihydrochloride;5;mg;FCT;30;1;63,03;9,45;10,87;83,35;2,78;25 May 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;Q/20.1.1/0307;724076018;J01FA;S4;Erymycin Af  ;Erythromycin;250;mg;CAP;20;1;44,43;7,84;7,84;60,11;3,01;;;Generic;
0000000666;Pharmacare Limited, Woodmead;Q/20.1.1/0307;724076026;J01FA;S4;Erymycin Af;Erythromycin;250;mg;CAP;100;1;222,23;39,21;39,22;300,65;3,01;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;B695 (Act 101/1965);724661107;N06AA;S5;Ethipramine 10mg Tablets;Imipramine hydrochloride ;10;mg;TAB;100;1;39,72;5,95;6,85;52,52;0,53;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;B695 (Act 101/1965);724661115;N06AA;S5;Ethipramine 10mg Tablets;Imipramine hydrochloride ;10;mg;TAB;1000;1;388,27;68,52;68,52;525,30;0,53;;;Generic;
0000000666;Pharmacare Limited, Woodmead;B694 (Act 101/1965);724688102;N06AA;S5;Ethipramine 25mg Tablets;Imipramine hydrochloride ;25;mg;TAB;100;1;46,88;7,01;8,08;61,97;0,62;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;B694 (Act 101/1965);724688110;N06AA;S5;Ethipramine 25mg Tablets;Imipramine hydrochloride ;25;mg;TAB;1000;1;458,07;80,84;80,84;619,75;0,62;;;Generic;
0000000666;Pharmacare Limited, Woodmead;H2062 (Act 101);726257001;A11AA;S1;Filibon;Ascorbic Acid (Vit C);50;u;CAP;30;1;59,94;10,58;10,58;81,11;2,70;01 April 2018;;Generic;
;;;;;;;Calcifediol;400;u;;;;;;;;;;;;
;;;;;;;Calcium carbonate;230;u;;;;;;;;;;;;
;;;;;;;Copper sulfate;0,149;u;;;;;;;;;;;;
;;;;;;;Cyanocobalamin;2;u;;;;;;;;;;;;
;;;;;;;Ferrous fumarate;30;u;;;;;;;;;;;;
;;;;;;;Folic acid;1;u;;;;;;;;;;;;
;;;;;;;Iodine;0,01;u;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);0,149;u;;;;;;;;;;;;
;;;;;;;Manganese;0,05;u;;;;;;;;;;;;
;;;;;;;Molybdenum;0,025;u;;;;;;;;;;;;
;;;;;;;Nicotinic acid;10;u;;;;;;;;;;;;
;;;;;;;Potassium chloride;0,834;u;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;u;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);2;u;;;;;;;;;;;;
;;;;;;;Sodium fluoride;0,014;u;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);3;u;;;;;;;;;;;;
;;;;;;;Vitamin A;4000;u;;;;;;;;;;;;
;;;;;;;Zinc chloride;0,085;u;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;G3134 (Act 101 of 1965);726540005;H02AA;S4;Florinef  ;Fludrocortisone;0,1;mg;TAB;100;1;237,03;37,30;41,15;315,47;3,15;;;Originator;
0000000666;Pharmacare Limited, Woodmead;E/2.1.2/0089;726605018;J01CF;S4;Floxapen  ;Flucloxacillin;250;mg;CAP;20;1;92,59;13,89;15,97;122,45;6,12;01 April 2018;Discontinued;Generic;
0000000666;Pharmacare Limited, Woodmead;C0562 (Act 101);726885002;R01BA;S2;Flusin;Caffeine;20;mg;TAB;24;1;31,28;5,52;5,52;42,32;1,76;01 April 2018;;Generic;
;;;;;;;Chlorphenamine;2;mg;;;;;;;;;;;;
;;;;;;;Paracetamol;200;mg;;;;;;;;;;;;
;;;;;;;Pseudoephedrine;6;mg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;G1221 (Act 101);726915009;R01BA;S2;Flutex ;Ascorbic Acid;50;mg;CAP;20;1;16,69;2,94;2,94;22,57;1,13;01 April 2018;;Generic;
;;;;;;;Caffeine;30;mg;;;;;;;;;;;;
;;;;;;;Paracetamol;100;mg;;;;;;;;;;;;
;;;;;;;Phenylephrine;2;mg;;;;;;;;;;;;
;;;;;;;Salicylamide;75;mg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;F/10.1/162;726923001;R06AA;S2;Flutex CO Linctus;Ammonium Chloride;100;mg/5ml;SYR;100;1;26,20;4,62;4,62;35,44;0,35;01 April 2018;;Generic;
;;;;;;;Codeine Phosphate;7,5;mg/5ml;;;;;;;;;;;;
;;;;;;;Diphenhydramine Hydrochloride;12;mg/5ml;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;M/13/0013;727881051;P03AX;S1;Gambex ;Lindane;0,5;g;SHA;100;1;40,49;6,07;6,98;53,54;0,54;01 April 2018;Discontinued;Generic;
0000000666;Pharmacare Limited, Woodmead;M/13/0013;727881117;P03AX;S2;Gambex ;Lindane;1;g/100ml;SHA;50;1;31,37;4,71;5,41;41,49;0,83;;;Generic;
0000000666;Pharmacare Limited, Woodmead;Q/21.2/24;729361004;A10BB;S3;Glycomin;Glibenclamide;5;mg;TAB;30;1;6,79;1,02;1,17;8,98;0,30;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;Q/21.2/24;729361012;A10BB;S3;Glycomin;Glibenclamide;5;mg;TAB;100;1;22,63;3,39;3,90;29,93;0,30;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;Q/21.2/24;729361020;A10BB;S3;Glycomin;Glibenclamide;5;mg;TAB;500;1;113,14;16,98;19,52;149,64;0,30;;;Generic;
0000000666;Pharmacare Limited, Woodmead;K/20.1.7/0718;729566005;D01BA;S4;Microcidal  ;Griseofulvin;125;mg;TAB;100;1;116,00;20,47;20,47;156,95;1,57;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;K/20.1.7/0719;729574008;D01BA;S4;Microcidal;Griseofulvin;500;mg;TAB;30;1;156,88;27,68;27,68;212,25;7,07;;;Generic;
0000000666;Pharmacare Limited, Woodmead;K/20.1.7/0719;729574016;D01BA;S4;Microcidal  ;Griseofulvin;500;mg;TAB;100;1;522,94;92,29;92,28;707,52;7,08;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;E/5.7.1/125;731226003;R06AA;S2;Histodor ;Caffeine;30;mg;TAB;1000;1;204,40;36,06;36,07;276,53;0,28;01 April 2018;;Generic;
;;;;;;;mepyramine maleate;25;mg;;;;;;;;;;;;
;;;;;;;promethazine HCl;5;mg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;C0839 (Act 101);731234006;R01BA;S2;Histacon ;Caffeine;30;mg;CAP;1000;1;264,49;46,67;46,67;357,83;0,36;;;Generic;
;;;;;;;Chlorphenamine;2;mg;;;;;;;;;;;;
;;;;;;;Paracetamol;200;mg;;;;;;;;;;;;
;;;;;;;Phenylephrine;5;mg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;G1756 (Act 101);731269004;R06AA;S2;Histodor ;Diphenhydramine Hydrochloride;50;mg/5g;CRE;20;1;10,27;1,81;1,81;13,90;0,69;01 April 2018;;Generic;
;;;;;;;mepyramine maleate;50;mg/5g;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;M/7.1.3/0039;731714008;C02DB;S3;Hyperphen ;Hydralazine;10;mg;TAB;100;1;66,97;11,83;11,82;90,61;0,91;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;M/7.1.3/0040;731722019;C02DB;S3;Hyperphen ;Hydralazine;50;mg;TAB;100;1;62,90;11,10;11,10;85,10;0,85;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;M/7.1.3/0040;731722027;C02DB;S3;Hyperphen;Hydralazine;50;mg;TAB;500;1;314,46;55,50;55,49;425,45;0,85;;;Generic;
0000000666;Pharmacare Limited, Woodmead;L/11.2/60;731943007;A03BB;S3;Hyospasmol ;Hyoscine Butylbromide;20;mg/ml;INJ;1;10;95,99;14,40;16,56;126,95;12,69;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;L/11.2/59;731951018;A03BB;S2;Hyospasmol  ;Hyoscyamine Butylbromide;10;mg;TAB;100;1;255,20;45,04;45,04;345,27;3,45;;;Generic;
0000000666;Pharmacare Limited, Woodmead;L/11.2/59;731951026;A03BB;S2;Hyospasmol;Hyoscyamine Butylbromide;10;mg;TAB;10;1;25,53;4,49;4,50;34,53;3,45;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;K/7.1.3/0090;732052009;C02AB;S3;Hypotone;Methyldopa (Racemic);250;mg;TAB;100;1;77,92;13,75;13,75;105,42;1,05;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;K/7.1.3/0090;732052017;C02AB;S3;Hypotone;Methyldopa (Racemic);250;mg;TAB;500;1;389,60;68,75;68,75;527,10;1,05;;;Generic;
0000000666;Pharmacare Limited, Woodmead;K/7.1.3/0209;732079004;C02AB;S3;Hypotone  ;Methyldopa (Racemic);500;mg;TAB;100;1;288,45;50,91;50,90;390,27;3,90;01 April 2018;;Generic;
